address,average_length_suspension,average_length_suspension_1,average_length_suspension_2,behavior_discipline_year,behavior_discipline_year_1,blue_ribbon_award_year,chronic_truancy_pct,city,college_enrollment_cps_pct,college_enrollment_cps_pct_1,college_enrollment_school,college_enrollment_school_1,college_persistence_cps_pct,college_persistence_cps_pct_1,college_persistence_school,college_persistence_school_1,cps_school_profile,creative_school_certification,creative_school_certification_1,culture_climate_description,culture_climate_rating,empty_progress_report_message,excelerate_award_gold_year,excellence_award_year,fax,freshmen_on_track_cps_pct,freshmen_on_track_cps_pct_1,freshmen_on_track_school,freshmen_on_track_school_1,graduation_4_year_cps_pct,graduation_4_year_cps_pct_1,graduation_4_year_school,graduation_4_year_school_1,graduation_5_year_cps_pct,graduation_5_year_cps_pct_1,graduation_5_year_school,graduation_5_year_school_1,healthy_school_certification,healthy_school_certification_1,improvement_award_year,location,long_name,misconducts_to_suspensions,misconducts_to_suspensions_1,misconducts_to_suspensions_2,mobility_rate_pct,one_year_dropout_rate_avg,one_year_dropout_rate_year,one_year_dropout_rate_year_1,other_metrics_year_1,other_metrics_year_2,parent_survey_results_year,phone,primary_category,progress_report_year,progress_toward_graduation,progress_toward_graduation_1,sat_grade_11_score_cps_avg,sat_grade_11_score_school,school_id,school_latitude,school_longitude,school_survey_ambitious,school_survey_collaborative,school_survey_effective,school_survey_involved,school_survey_safety,school_survey_student_response,school_survey_student_response_1,school_survey_supportive,school_survey_teacher_response,school_survey_teacher_response_1,school_type,short_name,spot_light_award_year,state,state_school_report_card,student_attainment_description,student_attainment_rating,student_attendance_avg_pct,student_attendance_year_1,student_attendance_year_2,student_growth_description,student_growth_rating,supportive_school_award,supportive_school_award_desc,suspensions_per_100_students,suspensions_per_100_students_1,suspensions_per_100_students_2,teacher_attendance_avg_pct,teacher_attendance_year_1,teacher_attendance_year_2,website,zip
3030 W ARTHINGTON ST,,,2.0 days,2022,2023,,32.3,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609925'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7735346601,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.702163, 41.870168]}",Joseph Kellman Corporate Community ES,,,10.8,,,,,2022,2023,2023,7735346602,ES,2024,2022,2023,933,0,609925,41.870168,-87.702163,Strong,Neutral,Neutral,Neutral,WEAK,99.9,78.6,Neutral,80,71.6,Neighborhood,KELLMAN,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252892'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,89.6,91.4,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,93.3,93.4,{'url': 'http://www.kellman.cps.edu/'},60612
225 W EVERGREEN AVE,1.4 days,1.5 days,2.0 days,2022,2023,,17.2,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609926'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,,2012,7735348022,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.635513, 41.9066]}",Franklin Elementary Fine Arts Center,16,8.2,10.8,,,,,2022,2023,2023,7735348510,ES,2024,2022,2023,933,0,609926,41.9066,-87.635513,Neutral,Neutral,Neutral,Strong,NEUTRAL,99.6,78.6,Neutral,85.7,71.6,Magnet,FRANKLIN,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252207'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,91.9,94,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",3.7,1.1,4.2,94,93.1,95.3,{'url': 'https://franklinfineartscenter.net'},60610
8530 S WOOD ST,2.0 days,,2.0 days,2022,2023,,27.5,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609927'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Moderately Organized,,2024,,7735352740,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.668099, 41.738425]}",Foster Park Elementary School,88.9,,10.8,13.1,,,,2022,2023,2023,7735352725,ES,2024,2022,2023,933,0,609927,41.738425,-87.668099,Strong,Weak,Neutral,Neutral,NEUTRAL,94.7,78.6,Neutral,72.1,71.6,Neighborhood,FOSTER PARK,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252618'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,90.5,92.4,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2.6,,4.2,94,92.8,91.4,{'url': 'https://fosterpark.cps.edu'},60620
4214 S ST LAWRENCE AVE,2.1 days,1.9 days,2.0 days,2022,2023,,49.4,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609928'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Not Yet Organized,,2024,,7735351689,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.611784, 41.818003]}",James Farmer Jr Elementary School,20,9.8,10.8,14.7,,,,2022,2023,2023,7735351687,ES,2024,2022,2023,933,0,609928,41.818003,-87.611784,Strong,Very Weak,Weak,Very Weak,VERY WEAK,86,78.6,Weak,59.4,71.6,Neighborhood,FARMER,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252209'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,84.6,87.9,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2.5,2.5,4.2,94,93.1,94.2,{'url': 'http://fuller.cps.edu/'},60653
5300 S HERMITAGE AVE,,,2.0 days,2022,2023,,40.2,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609929'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Partially Organized,,2024,,7735359464,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.668436, 41.79758]}",Robert Fulton Elementary School,,,10.8,27.4,,,,2022,2023,2023,7735359000,ES,2024,2022,2023,933,0,609929,41.79758,-87.668436,Strong,Weak,Weak,Weak,VERY WEAK,88.2,78.6,Neutral,66.7,71.6,Neighborhood,FULTON,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252210'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,87.8,88.5,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,93.1,94.3,{'url': 'https://FultonFalcons.org'},60609
2010 N CENTRAL PARK AVE,1.0 days,2.0 days,2.0 days,2022,2023,,38.6,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609930'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Partially Organized,,2024,,7735344551,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.716892, 41.917617]}",Frederick Funston Elementary School,6.5,4.5,10.8,10.3,,,,2022,2023,2023,7735344125,ES,2024,2022,2023,933,0,609930,41.917617,-87.716892,Neutral,Weak,Neutral,Strong,WEAK,88.2,78.6,Weak,71.4,71.6,Neighborhood,FUNSTON,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252211'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,88.3,90.2,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",0.5,0.7,4.2,94,93.7,94.6,{'url': 'https://funston.cps.edu'},60647
1631 W JONQUIL TER,1.5 days,,2.0 days,2022,2023,,53.2,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609933'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Not Yet Organized,,2024,,7735342188,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.671939, 42.021091]}",Stephen F Gale Elementary Community Academy,22.2,,10.8,31.1,,,,2022,2023,2023,7735342100,ES,2024,2022,2023,933,0,609933,42.021091,-87.671939,Weak,Weak,Weak,Neutral,WEAK,65,78.6,Weak,66.7,71.6,Neighborhood,GALE,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252212'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,85.2,84.4,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,1.8,,4.2,94,92,93.3,{'url': 'https://gale.cps.edu'},60626
10347 S EWING AVE,,1.3 days,2.0 days,2022,2023,,35.3,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609935'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7735356569,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.535175, 41.706801]}",Matthew Gallistel Elementary Language Academy,,9.4,10.8,8.3,,,,2022,2023,2023,7735356540,ES,2024,2022,2023,933,0,609935,41.706801,-87.535175,Neutral,Neutral,Strong,Strong,WEAK,90,78.6,Neutral,59.7,71.6,Magnet,GALLISTEL,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252213'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,90.5,91.4,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",,0.5,4.2,94,90.5,93.3,{'url': 'http://gallistel.cps.edu/'},60617
5225 N OAK PARK AVE,1.8 days,1.6 days,2.0 days,2022,2023,,27.1,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609937'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Well Organized,,,,7735341124,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.796235, 41.976352]}",John W Garvy Elementary School,11.3,13.8,10.8,3.8,,,,2022,2023,2023,7735341185,ES,2024,2022,2023,933,0,609937,41.976352,-87.796235,Strong,Strong,Strong,Strong,NEUTRAL,99.5,78.6,Strong,75.9,71.6,Neighborhood,GARVY,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252214'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,93,92.2,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",2,2,4.2,94,94,94.1,{'url': 'https://garvyschool.org'},60656
3740 W 31ST ST,1.8 days,1.3 days,2.0 days,2022,2023,,29.2,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609938'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Moderately Organized,,2024,,7735341435,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.718697, 41.837065]}",Joseph E Gary Elementary School,2.5,4.4,10.8,5.6,,,,2022,2023,2023,7735341455,ES,2024,2022,2023,933,0,609938,41.837065,-87.718697,Neutral,Neutral,Neutral,Neutral,WEAK,87.8,78.6,Neutral,63.8,71.6,Neighborhood,GARY,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252215'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,90.7,91.6,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,0.6,1.2,4.2,94,93.7,94.2,{'url': 'https://gary.cps.edu'},60623
9301 S STATE ST,3.2 days,,2.0 days,2022,2023,,49.4,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609939'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Not Yet Organized,,2024,,7735355048,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.623719, 41.725332]}",Frank L Gillespie Elementary School,32.3,,10.8,23.1,,,,2022,2023,2023,7735355065,ES,2024,2022,2023,933,0,609939,41.725332,-87.623719,Weak,Weak,Weak,Weak,WEAK,99.4,78.6,Weak,59,71.6,Neighborhood,GILLESPIE,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252236'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,86.8,88.6,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2.5,,4.2,94,90.7,93.8,{'url': 'https://gillespietech.org'},60619
7316 S HOYNE AVE,2.0 days,1.0 days,2.0 days,2022,2023,,34.3,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609941'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Well Organized,,2024,,7735359128,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.675966, 41.760614]}",Asa Philip Randolph Elementary School,3.1,0.9,10.8,19.8,,,,2022,2023,2023,7735359015,ES,2024,2022,2023,933,0,609941,41.760614,-87.675966,Strong,Strong,Strong,Neutral,VERY WEAK,90.5,78.6,Neutral,78.4,71.6,Magnet,RANDOLPH,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252807'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,88.5,91.6,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,0.3,0.3,4.2,94,91.9,93.3,{'url': 'http://randolph.cps.edu/'},60636
2236 N ROCKWELL ST,,,2.0 days,2022,2023,,28.8,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609942'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7735344138,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.6929, 41.922831]}",Johann W von Goethe Elementary School,,,10.8,4.7,,,,2022,2023,2023,7735344135,ES,2024,2022,2023,933,0,609942,41.922831,-87.6929,Strong,Neutral,Neutral,Strong,WEAK,88.3,78.6,Neutral,52,71.6,Neighborhood,GOETHE,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252220'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,91.1,91.5,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",,,4.2,94,93.9,95.5,{'url': 'https://goethe.cps.edu'},60647
12302 S STATE ST,1.7 days,1.8 days,2.0 days,2022,2023,,40.4,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609943'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7735355483,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.622546, 41.670618]}",Jesse Owens Elementary Community Academy,4.2,2,10.8,17.1,,,,2022,2023,2023,7735355475,ES,2024,2022,2023,933,0,609943,41.670618,-87.622546,Very Strong,Neutral,Neutral,Neutral,WEAK,95.3,78.6,Very Strong,91.1,71.6,Neighborhood,OWENS,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252222'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,85.6,89.9,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,5.1,2.7,4.2,94,91,92.8,{'url': 'https://gompersschool.org'},60628
12810 S ESCANABA AVE,1.5 days,3.3 days,2.0 days,2022,2023,,29.9,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/609944'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7735355362,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.553307, 41.662481]}",Virgil Grissom Elementary School,22.2,6.1,10.8,10,,,,2022,2023,2023,7735355380,ES,2024,2022,2023,933,0,609944,41.662481,-87.553307,Strong,Neutral,Neutral,Strong,WEAK,98.2,78.6,Neutral,88.9,71.6,Neighborhood,GRISSOM,2013,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252622'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,90.2,90.9,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,1.4,1.3,4.2,94,91.6,94,{'url': 'https://grissom.cps.edu'},60633
